 GC52, T:The Blue Bird, George Cole, \Und, RU:, T:The Blue Bird, D:Cukor, PN:Edward Lewis," St:Fox, Lenfilm", \Tcol, Fant, H, ," NT(US,USSR coproduction) "
 FT8, T:La Marie Etait En Noir, Michel Lonsdale, \Und," RZ:used car dealer, stabbed in jail", T:La Marie Etait En Noir, D:Truffaut, PN:Marcel B\'ebert," St:Carosse, SD:MGM", \Ecol, Susp, H*, , B(William Woolrich) Nt(hommage to Hitchcock) Alt(T:The Bride Wore Black; USA)
 H57, T:The Man Who Knew to Much, Hillary Brooke, \Und, RU:, T:The Man Who Knew Too Much, D:Hitchcock, P:Hitchcock, St:Paramount, \Tcol, Susp, H*," Indianapolis, IN; Morocco; Albert Hall, London"," VT(N:HT3) C(Burks) M(Bernard Herrman; Jay Livingston, Ray Evans; AA)"
 ArL36, T:The Phantom of the Opera, Fritz Leiber, \Und," R:composer ""Liszt""", T:The Phantom of the Opera, D:Lubin, P:George Waggner, St:Universal, \Tcol, Horr, H*," Paris, France"," C(Hal Mohr, W.Howard Greene; AA) V(John B. Goodman, Alexander Golitzen; AA) B(Gaston Leroux) M(Edward Ward) "
 UlO12, T:Ticket of no Return, Nina Hagen, \Und, R:chanteuse, T:Ticket of no Return, D:Ottinger, PN:, SU:, prc, Dram, aw," Berlin, Germany", 
 RaR10, T:Three Lives and Only One Death, D:Ruiz, PU:, SU:, prc, Ctxx, aw, lc, 
 JLT21, T:Return from the Ashes, Herbert Lom, \Und, RU:, T:Return from the Ashes, D:LeeThompson, PN:LeeThompson, St:U.A., bnw, Dram, H*, ; T(1946), 
 StK3, T:The Killing, Kola Kwarian, \Und, R:chess-playing wrestler, T:The Killing, D:Kubrick, PN:J.B. Harris, St:U.A., bnw, Susp, H**, racetrack, 
 EdK10, T:The New Adventures of Tarzan, Dale Walsh, \Und, RU:, T:The New Adventures of Tarzan, D:Kull," PN:Dearholt-Stout, Cohen", SU:, bnw, Advt, aw, Guatemala," CoD(W.F. McGaugh) Ser(Tarzan, 50) "
 MBe4, T:In the Name of the Father, s a, \Und," R:troublemaker ""Angelo""", T:In the Name of the Father, D:Bellocchio, PN:, SU:, prc, Dram, aw," boarding school, Italy", 
 RaW74, T:White Heat, Jimmy Cagney, \Und, R:gangster, T:White Heat, D:Walsh, PN:, SU:, bnw, Ctxx, aw, lc, 
 NJ16, T:Best Friends, Barnard Hughes, \Und, RU:, T:Best Friends, D:Jewison, PN:Joe Wizan, St:Warners, \Tcol, , H*, , R(PG) 
 YLM10, T:Red Dwarf, JeanYves Thual, \Lov, R:dwarf
 SG49, T:La Diable Boiteux, Sacha Guitry, \Und, RU:, T:La Diable Boiteux, D:Guitry, PN:, SU:, prc, Ctxx, aw, lc, Alt(T:Devil in the Bottle; USA)
 W82, T:Lady of Burlesque, Charles Dingle, \Und, RU:, T:Lady of Burlesque, D:Wellman, PN:Hunt Stromberg, SU:, bnw," Comd,Myst", H*, , M(Arthur lange;; AAN) 
 ViW1, T:The Navigator, s a, \Und," R:young boy, leads miners to New Zealand", T:The Navigator, D:V.Ward, PN:, SU:, prc, ScFi, aw, Wales; T(1500), 
 GRv10, T:Figaro, s a, \Und," R:friend ""Bogaerts""", T:Figaro, D:Ravel, PN:, SU:, bws, Dram, aw," palace, France", B(Beaumarchais) 
 GLC15, T:The Primrose Path, Miles Mander, \Und, RU:, T:The Primrose Path, D:LaCava, P:LaCava, St:RKO, bnw, , H 
 HNe10, TZ:Smokey and the Bandit, Jerry Reed, \Und, RU:, Tm:Smokey and the Bandit, D:H.Needham, PN:Robert R. Levy, St:Universal, \Tcol, Actn, H*," csd, GA", R(PG) 
 BW4, T:Double Indemnity, Fortuna Bonanova, \Und, RU:, T:Double Indemnity, D:B.Wilder, PN:Joseph Sistrom, St:Paramount, bnw, Dram," NFR, H****, AAN, AAN dir", ," B(J.M.Caine) W(B.Wilder, Raymond Chandler) M(Mikl\'os R\'ozsa;AAN) C(J.F.Seitz) "
 IMT15, T:Hunt for Red October, s a, \Und," R:Russian ambassador ""Andrej""", T:Hunt for Red October, D:McTiernan, PN:Marc Neufeld, St:Paramount, col, Actn, ," submarines, North Atlantic", B(Tom Clancy) C(DeBont) Seen(Dec1990) 
 AkS10, T:The Slingshot, Niklas Odlund, \Und," R:brother, wnats to box", T:The Slingshot, D:Sandgren, PN:, SU:, prc, Dram, aw," Stockholm, Sweden; T(1920)", B(Roland Schutt) Lang(\Sw) 
 Z0910, T:The Adventures of Buckaroo Banzai: Across the 8th Dimension, Peter Weller, \Und," R:rock star, surgeon, race car driver", T:The Adventures of Buckaroo Banzai: Across the 8th Dimension, D:Unknown9, PN:, SU:, prc, Comd, F60, lc, 
 IDk4, T:Fantasies, Peter Hooten, \Und, RU:, T:Fantasies, D:Derek, PN:, SU:, prc, Ctxx, aw, lc, C(Derek) R(R) Er(1973?) 
 JLo25, T:Romantic Englishwoman, Michael Lonsdale, \Und, RU:, Tm:Romantic Englishwoman, D:Losey, PN:Daniel M. Angel, St:Dial, \Ecol, Romt, H*," Baden Baden, Germany", R(R) W(Stoppard) B(Thomas Wiseman) 
 DGi10, TZ:Black Bird, Lee Patrick, \Und, RU:, Tm:Black Bird, D:Giler, PN:, SU:, prc, CTxx, aw, lc, R(PG) W(David Giler) 
 EG11, T:Grand Hotel, Lewis Stone, \Sci, R:doctor, T:Grand Hotel, D:E.Goulding, P:Irving Thalberg, St:MGM, bnw, Dram," AA, H**", hotel, Seen(27Jul1989)VT() V(C.Gibbons) B(Vicki Baum) 
 title
 RWF32, T:Berlin-Alexanderplatz, Hanna Schygulla, \Und, RU:, T:Berlin-Alexanderplatz, D:Fassbinder, PN:, SL:Germany, , , ," Berlin, Germany "
 SR36, T:Kapurush o Mahapurush, Madhabi Mukherjee, \Und, RU:, T:Kapurush o Mahapurush, D:S.Ray, PU:, SU:, prc, Ctxx, , lc, 
 Z9696, T:Sons and Warriors, Fionulla Flannegan, \Und, R:mother, T:Sons and Warriors, D:UnYear96, PU:, SU:, prc, Dram, , Ireland; T(1981, 
 HoZ5, T:Hearts of the West, Donald Pleasence, \Und, R:Western pulp-book publisher, T:Hearts of the West, D:Zieff, PN:, SU:, col, IO; West; T(1929), , , 
 NBr17, T:Kurt & Courtney, Hank Harrison, \Und, R:threatening father, T:Kurt & Courtney, D:Broomfield, PU:, SU:, prc, Docu, ," town, WA; Seattle, WA", 
 JEu15, T:Bad Company, JeanPierre Leaud, \Und, R:plays Santa Claus, T:Bad Company, D:Eustache, PN:, SU:, , Romt, ," Paris, France; town, France"," Nt(2 stories: Robinson's Place Le(40m), Santa Claus Has Blue Eyes (48m)) "
 EDm37, TZ:Soldier of Fortune, Michael Rennie, \Und, RU:, , T:Soldier of Fortune, D:Dmytryk, PN:, St:Fox," \Tcol, \CS", Advt, aw, Hong Kong, W(Ernest K. Gann) Er(19xx), 
 TBi10, T:Star Trap, s a, \Und," R:lecturer on witchcraft ""Adam Blount""", T:Star Trap, D:Bigat, PN:Nigel Safford Clark, SU:, col, Horr, ," town, Oxford, England "
 FJS10, T:Planet of the Apes, Robert Gunner, \Und, R:astronaut, T:Planet of the Apes, D:Schaffner, PN:Arthur P. Jacobs, St:Fox, col, Fant, F*, space, B(Pierre Boulle) Ser(Planet of the Apes; 1) 
 JPH10, T:The Farmer's Daughter, Jack Norton, \Und, RU:, T:The Farmer's Daughter, D:J.Hogan, PN:William C. Thomas, St:Paramount, bnw, Comd, H, lc, 
 KW10, TZ:Eyes of a Stranger, Jennifer Jason Leigh, \Und, RU:, Tm:Eyes of a Stranger, D:Wiederhorn, PN:, SU:, prc," Porn, Horr", CG0, lc, R(R) 
 PmR1, T:Miss Beatty's Children, Protima Bedi, \Und, RU:, T:Miss Beatty's Children, D:Rooks, PN:, St:National Film Development Corp., col, Dram, aw," mission, South India; TY(1936)", M(Zakir Hussain) 
 GBS103, T:Judge Hardy and Son, Maria Ouspenskaya, \Und, RU:, T:Judge Hardy and Son, D:Seitz, PN:, St:MGM, bnw, Dram, H, lc, Ser(Andy Hardy; 8) 
 PHy31, T:The Quest, JeanClaude vanDamme, \Und, RU:, T:The Quest, D:Hyams, PN:, SU:, col, Actn, aw, ," China; T(1890) Er(vanDamme; D, P)"
 NBa10, T:Unmade Beds, s a, \Und," RN:""Mickey""", T:Unmade Beds, D:Barker, PU:, SU:, prc, Ctxx, , , 
 S21, T:The Shanghai Gesture, Phyllis Brooks, \Und, RU:, T:The Shanghai Gesture, D:Sternberg, PN:Arnold Pressburger, St:Arnold Productions, Bnw, Dram, ," Shanghai, China "
 VGu23, T:Quatermass II, Percy Herbert, \Und, RU:, T:Quatermass II, D:V.Guest, PN:Anthony Hinds, St:Hammer, bnw, ScFi, H**, space Alt(T:Enemy from Space; USA)
 SpJ4, T:`Mo' Better Blues, Bill Lee, \Und, RU:, T:`Mo' Better Blues, D:Spike~Lee, P:Spike~Lee, SU:, col, Comd, , ," W(Spike~Lee) M(Bill Lee, Terence Blanchard, Boys Choir of Harlem, Stevie Wonder) "
 TKo15, T:North Dallas Forty, Bo Swenson, \Und, RSU:, , Er(Svenson), Tm:North Dallas Forty, D:Kotcheff, PN:Frank Yablans, St:Paramount, \Mcol, Dram, H," football fields, USA", R(R) B(Peter Gent) 
 MSe15, T:Fatty and Mabel at the San Diego Exposition, Edgar Kennedy, \Und, RU:, T:Fatty and Mabel at the San Diego Exposition, D:Mack~Sennett, PN:Mack~Sennett, St:Keystone, bws, Comd, aw," San Diego, CA", W(Mack~Sennett) Le(30m) Nt(no D named) 
 EDm41, T:The Young Lions, Dean Martin, \Und, R:soldier, T:The Young Lions, D:Dmytryk, PN:, SU:, prc, Ctxx, aw, lc, Le(3h) 
 ABd4, T:I Bury the Living, Theodore Bikel, \Und, RU:, T:I Bury the Living, D:Band, PN:, SU:, prc, Horr, aw, lc, 
 APa20, T:Mississippi Burning, Stephen Tobolowsky , \Und," R:white thug ""Lester Collins""", T:Mississippi Burning, D:A.Parker, PN:, St:Orion, col," Dram,Hist", AAN, MS, Seen(17Jun1994) 
 GPi13, T:Fantasia chez les ploucs, s a, \Und, R:teasing strip-teaser, T:Fantasia chez les ploucs, D:Pires, PN:, SU:, prc, Comd, aw," AL, USA", 
 PhD9, T:Wild in the Country, Gary Lockwood, \Und, RU:, Tm:Wild in the Country, D:Ph.Dunne, PN:Jerry Wald, St:Fox, \DeLuxe, Musc, H, lc, 
 RiF28, T:Tora! Tora! Tora!, Shunichi Nakamura, \Und, RU:, T:Tora! Tora! Tora!, D:R.Fleischer, PN:Elmo Williams, St:Fox, \DeLuxe, Hist.Docu,H*," Pearl Harbor, HW;  mil.inst, Japan; DC; T(7 Dec 1942)<"," W(Larry Forester, Hideo Ogoni, Ryuzo Kikushima) CoD(Toshio Masuda, Ray Kellogg, Kinji Fukasaku, Kurosawa; fired) C(Charles N. Wheeler; AAN) M(Goldsmith)  R(G) Nt(U.S. coproduction) Seen(24Jan1999) "
 DWG03, T:Calamitous Elopement, D.W. Griffith, \Und, RU:, T:Calamitous Elopement, D:Griffith, PN:, SU:, prc, Ctxx, aw, lc, Er(DWG:A only) 
 AGl12, T:Just Cause, Ed Harris, \Und, RU:, T:Just Cause, D:Glimcher," PN:Lee Rich, Glimcher, Steve Perry"," St:Regency, Warners", \Tcol, Susp, aw, lc, R(R) 
 JLM17, T:Cleopatra, Robert Stephens, \Und, RU:, T:Cleopatra, D:J.L.Mankiewicz, P:Wanger," St:Cinecitta, Pinewood, SD:Fox", \DeLuxe, Dram, H[8]," Egypt; Rome, Italy; T(100BC)", C(Leon Shamroy; AA) V(:Special Effects Costumes Set Design; AA) Nt(most expensive movie:busget 210K) Cost(40M) W(J.Mankiewicz) 
 ViS81, T:The Mikado, Sydney Granville, \Und, RU:, T:The Mikado, D:Schertzinger, PN:, SL:\G.B., \Tcol, Musc, , Japan," M(William S. Gilbert, Arthur Sullivan) W(Geoffrey Toye) "
 WHu10, T:Henry VIII and His Six Wives, Donald Pleasence, \Agn," RN:""Cromwell""", T:Henry VIII and His Six Wives, D:W.Hussein, P:Roy Bard, St:EMI, \Tcol, BioP, H*, lc, 
 BW11, T:Sabrina, Joan Vohs, \Und, RU:, T:Sabrina, D:B.Wilder, P:B.Wilder, St:Paramount, bnw, Romt, AAN dir," Long Island, NY", B(Samuel Taylor) W(B.Wilder; AAN) C(Ch.Lang~jr; AAN) Seen(10Mar1988) 
 IH19, T:Moby Dick, Royal Dano, \Und, RU:, T:Moby Dick, D:J.Huston, P:J.Huston, St:Warners, \Tcol, Dram, H**, East; sea," B(Herman Melville) W(Ray~Bradbury, J.Huston) "
 SpJ8, T:Crooklyn, Rupaul, \Cam, R:transvestite, T:Crooklyn, D:Spike~Lee, P:Spike~Lee, St:Universal, col, Romt, ," Brooklyn, NY", R(PG13) 
 DLR5, T:Madame X, Warren Stevens, \Und, RU:, T:Madame X, D:Rich, P:R.Hunter, St:Universal, \Tcol, Dram, H, lc, 
 RBi10, T:Vampire's Kiss, Bob Lujan, \Und, RU:, T:Vampire's Kiss, D:Bierman, PN:, SU:, col," Comd,Noir", aw, lc, 
 RoH30, T:Caged Fear, Paddi Edwards, \Und," R:prisoner ""Miss Be""", T:Caged Fear, D:Houston," PN:Terry Kahn, Ed Elburt, Gregory Vaugn", SU:, col, Actn, ," prison, South", 
 FM9, T:City Girl, David Torrence, \Und, RU:, T:City Girl, D:F.W.Murnau, P:Fox, SL:USA, bws, Dram, aw, lc, Alt(T:Our Daily Bread)
 JNs100, T:Help Wanted, Paul Brinegan, \Und, R:cop, T:Help Wanted, D:Neilson, P:Hitchcock," St:Shamley, CBS"," bnw, TV", Susp, , , TV(1Apr1956) Le(30m) Seen(31Jan1993)VT(N:HD2-1) 
 Ava3, T:Cleo from 5 to 7, Corinne Marchand, \Und," R:chic singer, leans that she might have cancer", T:Cleo from 5 to 7, D:Varda, PU:, SU:, col, Dram, aw, , Lang(\Fr)
 AG20, T:Napoleon, Conrad Veidt, \Psy," R:marquis ""deSade""", T:Napoleon, D:Gance, PN:, St:WESTI," bws,col"," BioP,Epic", H****, France, W(Gance) Le(6hours) 
 ICr27, T:The Prisoner of Zenda, Montagu Love, \Und, RU:, T:The Prisoner of Zenda, D:Cromwell, P:Selznick, St:Selznick, bnw, Dram," H***, [47]*", central Europe; England," W(Donald Ogden Steewart, John Balderston, Wills Root) B(Anthony Hope) C(Howe) "
 LoS2, T:She Done Him Wrong, Dewey Robinson, \Und, RU:, T:She Done Him Wrong, D:L.Sherman, PN:William LeBaron, St:Paramount, bnw, Comd," F87, H***, AAN", West," B(Mae West ""Diamond Lil) C(Charles Lang) "
 MRs25, T:The Bridges at Toko-Ri, Gene Reynolds, \Und," R:saileo, steals girl", T:The Bridges at Toko-Ri, D:Robson, PN:, St:Paramount, \Tcol, Actn, aw," aircraft carrier, Korea; T(1952)", B(Michener) Seen(13Dec1990) VT() 
 MnB10, TZ:Power Play, Barry Morse, \Und, RU:, Tm:Power Play, D:Burke, PN:Christopher Dalton, St:canada United Kingdom, col, Actn, H, South America?, R(PG) 
 HHa32, T:Call Northside 777, Richard Conte, \Und, R:falsely imprisoned, T:Call Northside 777, D:Hathaway, P:Otto Lang, St:Fox, bnw, BioP, H**, lc, 
 ATn10, T:Ever After, Jeanne Moreau, \Und, R:noblewoman, T:Fools Rush In, D:Tennant, PU:, SU:, prc," Romt, Comd", , , 
 NoB3, T:Pretty Poison, Clarice Blackburn, \Und, RU:, T:Pretty Poison, D:N.Black, PN:Marshall Backlear, St:Fox, \DeLuxe, Susp, H**," Housatonic, river, West.MA", 
 HBe15, T:Malice, George C. scott, \Und, RU:, T:Malice, D:H.Becker," PN:Rachel Pfeffer, Charles Mulvehill, Becker"," St:NewLine, Columbia", col, Susp, ," creaky mansion, campus, U.S.A."," W(Aaron Sorkin, Scott Frank) C(Wills) "
 DAz5, T:The Wild Party, Shirley OHara, \Und, R:fellow student, T:The Wild Party, D:Arzner, PN:, St:Paramount, bnw, Comd, H-," Brooklyn, NY", 
 RVD10, TZ:Family Enforcer, Joe Pesci, \Und, RU:, Tm:Family Enforcer, D:R.DeVito, PN:, SU:, prc, Ctxx, aw, lc, R(R) 
 LAl4, T:The Unseen, Nona Griffith, \Und, RU:, T:Those Endearing Young Charms, D:L.Allan, PN:, SU:, prc, Ctxx, aw, lc, 
 PaH110, T:A Personal Matter, Wayne Morris, \Und," R:new engineer, cop", T:A Personal Matter, D:Henreid, P:Hitchcock," St:Shamley, CBS"," bnw,TV", Susp, , lc, TV(18Jan1959) Le(30m) 
 FrN11, T:The Mysterious Lady, Gustav vonSeyffertitz, \Und, R:spy chief, T:The Mysterious Lady, D:Niblo, PN:, St:MGM, bws, Dram, H, Russia 
 RYo12, TZ:Gulag, Malcolm McDowell, \Und, RU:, Tm:Gulag, D:R.Young, PN:, SU:, prc, CTxx, aw, lc," W(Dan Gordon, Raphael Shauli, Yehoshua Ben-Porat) "
 JN20, T:How to Marry a Millionaire, Fred Clark, \Und," RZ:admirer, mechanic", T:How to Marry a Millionaire, D:Negulesco, P:Nunally~J., St:Fox, \CS, , H**," NYC, NY "
 ElN5, T:She Loves Me Not, George Barbier, \Und, RU:, T:She Loves Me Not, D:Nugent, PN:Benjamin Glazer, St:Paramount, bnw, Musc, H*, , M(; Love in Bloom) 
 WW41, T:These Three, Miriam Hopkins, \Und, R:fledgling schoolteacher, T:These Three, D:Wyler, P:, SU:, bnw, Dram, , , B(Lillian Hellman) 
 DPa10, T:Hercules Returns, Sally Patience, \Und, R:improvises speech, T:Hercules Returns, D:D.Parker, PN:, SU:, prc, Comd, aw, lc, 
 H21, T:The Skin Game, Herbert Ross, \Und, RU:, T:The Skin Game, D:Hitchcock, P:J.Maxwell," St:BIP Elstree, SD:Wardour", bnw, Dram, aw, lc," B(John Galsworthy) W(Hitchcock, Alma Reville) C(J.Cox, Charles Martin) Er(C) "
 TMa10, TZ:Days of Heaven, Linda Manz, \Und, RU:, T:Days of Heaven, D:Malick," PN:Bert Schneider, Harold Schneider", St:Paramount, \Mcol, Dram, (H), lc, R(PG) M(Enrico Morricone; AAN) 
 CCG3, T:Z, Charles Denner, \Und, RU:, T:Z, D:Costa-Gravas, PN:Jacques P\'errin, St:Reggane SL:\Fr, \Ecol, Susp," AA for, AAN dir, Palmdir, H***", , R(PG) E(;AA) Inc(15M in US) 
 ADw52, T:Around the World, Mischa Auer, \Und, RU:, T:Around the World, Dwan, P:Dwan, St:RKO, bnw, Musc, aw," mil.inst., Pacific; Europe T(1943)", 
 ArH106, T:The Jokester, Roscoe Ates, \Und, R:morgue attendant, T:The Jokester, D:Hiller," P:Hitchcock, J.Harrison"," St:Shamley,CBS", , Susp, , morgue, TV(10Oct1958) Le(30m) 
 GLC13, T:Stage Door, Eve Arden, \Und, RU:, , Nt(debut), T:Stage Door, D:LaCava, P:Berman, St:RKO, bnw," Dram,Comd"," AAN, AAN dir, H***"," NYC, NY"," W(Morris Ryskind, Anthony Veiller; AAN) M(Roy Webb) V(Polglase) "
 RTh27, T:Three Little Words, Paul Harvey, \Und, RU:, T:Three Little Words, D:R.Thorpe, PN:Jack Caummings, St:MGM, prc," BioP,Musc", aw, lc," M(Bert Kalmar, Harry Ruby, Andre Previn) "
 LgC10," T:Bread, Love, and Dreams", Gina Lollobrigida, \Und, RU:," T:Bread, Love, and Dreams", D:Comencini, PN:, SU:, prc, Ctxx, aw, lc, Lang(\It) 
 LwS160, T:You Can't Get Away With Murder, Joseph King, \Rul, R:prison keeper, T:You Can't Get Away With Murder, D:Seiler, P:Bischoff, St:Warners, bnw, , H, , Seen(13Apr1989) 
 TdC11, T:Box of Moonlight, Kathyn Keenan, \Und, RU:, T:Box of Moonlight, D:diCillo, PU:, SU:, prc,, PU:, SU:, col, Dram, aw, csd, R(R)
 DCn12, T:I Still Know What You Did Last Summer, Matthew Settle, \Und, RU:, T:I Still Know What You Did Last Summer, D:Cannon, PU:, SU:, prc, Horr, , Bahamas, Ser(Know; 2)
 CrC10, T:The X-files, David Vincent, \Und, R:driver, T:The X-files, D:Carter, PU:, SU:, prc, ScFi, , , CoD(Robb Bowman; TV)
 RdR37, T:Taxi!, Matt McHugh, \Und, RU:, T:Taxi!, D:delRuth, PN:Robert Lord, St:Warners, bnw," Comd, Dram", aw, lc, 
 JAn1, T:The Rainmaker, Wallace Ford, \Und, RU:, T:The Rainmaker, D:Anthony, PN:, SU:, prc, Dram, aw," town, USA", W(B(B.Richard Nash)) 
 YMZ22, T:Raise the Red Lantern, Cui Zhihgang, \Und, R:doctor, T:Raise the Red Lantern, D:YM.Zhang, PN:Chiu FuSheng," St:ERA, Orion", col, Dram, AAN," Northern, China; T(1920)", B(Su Tong) 
 GMy20, T:Erotikon, Theo Pistek, \Und, RU:, T:Erotikon, D:Machaty, PN:," St:Gem film, Warners", bws, Dram, aw, lc, 
 AlC10, T:S\'erie Noir, s a, \Und," R:woman's aunt, to be robbed", T:S\'erie Noir, D:Corneau, PN:, St:Gaumont, col, Noir, ," suburb, Paris, France", Lang(\Fr) 
 JAx10, T:Sex Symphony, Cal Jammer, \Und," R:photographer, gets cellist", T:Sex Symphony, D:Alexander, P:Alexander, St:VGA, col, Porn, aw," suburb, Ca"," M(Beethoven: Fifth Symphony, RimskyKorsakoff: Sheherazade, Ravel Bolero) "
 CaR5, T:The Comic, Pert Kelton, \Und, RU:, T:The Comic, D:C.Reiner, P:C.Reiner, St:Columbia, \Tcol, Comd, H*," Hollywood, CA"," W(C.Reiner, Aaron Rubin) "
 GFj15, T:I Was a Teenage Werewolf, Yvonne Lime, \Und, RU:, T:I Was a Teenage Werewolf, D:Fowler, PN:Herman Cohen, St:AIP, -w," Comd,Horr", H, , 
 NLl96, T:Your Witness, Gordon Wynn, \Und, RU:, T:Your Witness, D:N.Lloyd," P:Hitchcock, J.Harrison"," St:Shamley,CBS", bnw, Susp, , , TV(17May1959) Le(30m) VT(N:HP5) 
 IrP12, T:Hudson's Bay, Montagu Love, \Und, RU:, T:Hudson's Bay, D:Pichel, P:MacGowan, St:Fox, bnw, , H**, Canada, 
 CLB10," T:Figaro Qua, Figaro la", Gianni Agnus, \Und, RU:, T:Toto and Peppino Divided in Berlin, D:C.Bragaglia, PN:, SU:, bnw, Comd, aw, lc," Er(19xx, D) "
 FdC16, T:Little Egypt, Steve Geray, \Und, RU:, T:Little Egypt, D:deCordova, PN:Jack Gross, St:Universal, \Tcol, Romt, H," Chicago, IL; T(1900)", 
 HGC16, T:Le Salaire de la Peur, William Tubbs, \Und, R:oil company executive, T:Le Salaire de la Peur, D:Clouzot, PN:, St:CICC, bnw," Noir,Susp"," Palm, H***"," csd, South America", B(George Arnaud) Alt(T:The Wages of Fear; USA)
 RoN8, T:The Horse's Mouth, Kay Walsh, \Und, RU:, T:The Horse's Mouth, D:Neame, PN:John Bryan, St:U.A., \Tcol, ," RFP,H*", , W(Alec Guiness; AAN) 
 FLl99, T:Blood on the Sun, s a, \Und, R:former highnesssr, T:Blood on the Sun, D:F.Lloyd, PN:William Cagney," St:U.A.,Cagney", bnw, Actn, H*," Tokyo, Japan; T(1929)", M(Rosza) Seen(1991) 
 MLm5, T:My Giant, Rider Strong, \Und," RN: ""Justin""", T:My Giant, D:M.Lehman, PN:Schindler," S:Castle Rock, SD:Columbia", col, Comd, ," Romania; Las Vegas, NV; NM", Seen(4Jul1998)
 GKe6, T:Gigot, Jaques Marin, \Und, RU:, T:Gigot, D:Gene~Kelly, P:Kenneth Hyman, S:Fox, \DeLuxe, Dram, H," boarding house, Montmartre, Paris, France", 
 HRo10, T:Turnabout, Mary Astor, \Und, RU:, T:Turnabout, D:Roach, P:Roach, , bnw, , , , Seen(2Apr1988) 
 IAv18, T:Happy New Year, Claude Lelouche, \Cam, R:man on train, T:Happy New Year, D:J.G.Avildsen, PN:Jerry Weintraub, St:Columbia, \DeLuxe," CnR,Comd", ," Harry Winston jewelery store, Miami, FL; New York, NY", R(PG) 
 WW42, T:Dodsworth, John Payne, \Und, RU:, T:Dodsworth, D:Wyler, P:S.Goldwyn, St:Goldwyn, bnw, Dram," AAN, AAN dir", , B(Sinclair Lewis) W(Sidney Howard; AAN) C(Mate) 
 FKi10, T:Children of the Corn, Rg Armstrng, \Und, RU:, T:Children of the Corn, D:Kiersch," PN:Donald P. Borchers, Terence Kirby", St:New World, \CFcol, Horr, H," town, NEbraska", R(R) B(St.King) 
 RRu20, TZ:The Stunt Man, Adam Roarke, \Und, RU:, Tm:The Stunt Man, D:Rush," PN:Rush, Melvin Simon", SU:, \Mcol, Dram," H*, AANdir", lc," R(R) W(Rush, Lawrence B. Marcus; AAN) "
 MvD10, T::Karakter, Jan Decleir, \Und," R:bailiff, hateful father ""Dreverhaven""", T:Karakter, D:vanDiem, PU:, SU:, prc, Dram, AA foreign," Rotterdam, Holland;  T(1920)", Alt(T:Character)
 LHM3, T:Batman, Neil Hamilton, \Und, RU:, T:Batman, D:Martinson, PN:William Dozier, St:Fox, \DeLuxe, Fant, H*," NYC, NY "
 PM11, T:Moon Over Parador, Paul Mazursky, \Und, R:weird mother, T:Moon Over Parador, D:Mazursky, PN:, SU:, prc, CTxx, , Central America 
 Z1811, T:Hard to Kill, Stephen Seagal, \Und, R:tough, T:Hard to Kill, D:Unknown18, PN:, SU:, prc, Actn, aw, lc, Nt(A;Seagal) 
 APy15, T:Raven Hawk, Matt Clark, \Und," R:Indian medic, helps", T:Raven Hawk, D:Pyun, PN:Ron Samuels, S:MDP, col, Dram, , AZ, W(Kevin Elders)
 JMa60, T:The House of Seven Gables, Miles Mander, \Und, RU:, T:The House of Seven Gables, D:J.May, PN:Burt Kelly, St:Universal, bnw, , H, , M(Frank Skinner; AAN) 
 IlE10, T:My Twentieth Century, Oleg Jankowski, \Lov, RU:, T:My Twentieth Century, D:Enyedi, PN:," St:, SD:Aries", prc, Romt, aw, lc, C(; GP) ER(19xx) 
 KWW10, T:Happy Together, Leslie Cheung KwokWing, \Und, R:lover, T:Happy Together, D:Wong, PU:, SU:, prc, Ctxx, ," Buenos Aires, Argentina", 
 PM6, T:An Unmarried Woman, Jill Eikenberry, \Und, RU:, T:An Unmarried Woman, D:Mazursky, PN:, SU:, prc, Dram, aw, lc, 
 AnM40, T:The Fall of the Roman Empire, Omar Sharif, \Und, RU:, T:The Fall of the Roman Empire, D:Ant.Mann, PN:Samuel Bronston," St:US, Spain", \Tcol, Epic, H**, Rome; T(400), M(Tiomkin; AAN) Nt(largest set ever built) 
 WKH35, T:The Power and The Glory, Helen Vinson, \Und, RU:, T:The Power and The Glory, D:W.K.Howard, P:Jesse L. Lasky, St:Fox, bnw, Dram, H*, , W(P.Sturges) 
 RGr10, T:Xanadu, Michael Beck, \Und, RU:, T:Xanadu, D:R.Greenwald, PN:Lawrence Gordon, S:Universal, \Tcol," Fant, Musc", H, lc, R(PG) 
 WHj1, T:Chameleon Street, Wendell Harris~jr, \Und," R:impostor ""William Douglas Street""", T:Chameleon Street, D:W.Harris, PN:, SU:, prc," Docu,Dram", aw, lc, 
 PhD5, T:Ten North Frederick, Tom Tully, \Und, RZ:rebel son, T:Ten North Frederick, D:Ph.Dunne, P:Brackett, St:Fox, bnw \CS, Romt, H*, , W(Ph.Dunne) 
 FLl4, T:The Only Way, William Farnum, \Und, RU:, T:The Only Way, D:F.Lloyd, PN:, SU:, bws, Dram, aw, lc, B(Dickens: A Tale of Two Cities) 
